age,annual_income,loan_amount,credit_score,employment_type,existing_loans,loan_term_months,missed_payments_last_year,defaulted
60,717177.0,525150.0,423,Salaried,1,12,0,1
57,757191.0,432013.0,853,Self-Employed,3,36,0,0
63,837413.0,206934.0,540,Salaried,0,12,0,0
43,809166.0,417776.0,833,Business,1,24,0,0
64,729633.0,541488.0,586,Business,1,36,1,1
22,641178.0,530788.0,797,Self-Employed,1,36,1,1
41,351340.0,175200.0,793,Salaried,2,36,3,0
29,387501.0,50000.0,494,Business,2,12,0,0
44,345276.0,435905.0,840,Business,1,12,0,0
48,325360.0,566147.0,411,Business,3,12,3,1
56,712584.0,109817.0,564,Salaried,0,60,0,0
35,752281.0,471720.0,733,Salaried,0,36,1,0
43,701793.0,370293.0,597,Salaried,0,60,0,0
46,772990.0,472490.0,650,Salaried,1,36,1,0
46,551128.0,792779.0,485,Salaried,0,12,0,1
51,434739.0,788951.0,300,Salaried,1,36,2,1
63,941839.0,501517.0,534,Salaried,0,24,0,0
33,422946.0,478368.0,612,Self-Employed,3,60,2,1
44,714194.0,680732.0,405,Salaried,0,60,0,1
59,1015471.0,328809.0,326,Self-Employed,0,36,0,0
45,413511.0,397594.0,546,Self-Employed,2,36,0,1
43,305608.0,473271.0,402,Salaried,2,36,0,1
48,445450.0,405452.0,500,Salaried,3,24,1,1
23,633513.0,397250.0,762,Self-Employed,0,12,1,0
39,472269.0,581264.0,746,Salaried,1,60,0,1
64,210263.0,229302.0,312,Salaried,0,36,0,1
58,374954.0,255007.0,580,Salaried,0,12,0,0
38,257755.0,621105.0,412,Self-Employed,0,60,1,1
38,620310.0,352617.0,695,Business,0,24,0,0
25,150000.0,829151.0,782,Self-Employed,2,48,0,1
46,451337.0,342679.0,688,Salaried,2,36,2,0
50,1000780.0,529506.0,463,Salaried,1,60,0,0
32,414829.0,500572.0,716,Self-Employed,0,24,2,1
58,619975.0,392334.0,683,Salaried,4,48,1,0
52,695458.0,91707.0,837,Salaried,0,36,1,0
24,506148.0,550923.0,425,Business,1,36,2,1
51,761119.0,412767.0,565,Self-Employed,1,60,1,0
34,966370.0,401717.0,401,Business,1,36,1,0
26,699633.0,537386.0,632,Business,1,12,0,0
60,211058.0,486923.0,817,Self-Employed,2,24,0,1
21,430822.0,63302.0,755,Business,1,36,1,0
63,568479.0,419484.0,670,Salaried,0,36,0,0
36,405590.0,134406.0,798,Salaried,0,12,0,0
57,584002.0,562712.0,686,Salaried,1,12,0,0
34,872520.0,412871.0,826,Self-Employed,1,48,0,0
53,578913.0,429394.0,347,Salaried,2,60,1,1
53,774877.0,361552.0,689,Business,0,48,3,1
32,949265.0,227252.0,838,Business,1,12,0,0
64,695909.0,144016.0,848,Business,0,36,1,0
22,490399.0,230137.0,306,Salaried,0,36,0,0
53,978753.0,374505.0,693,Self-Employed,2,36,0,0
60,679650.0,311564.0,350,Salaried,1,12,1,0
27,930000.0,448543.0,630,Salaried,0,36,0,0
24,702113.0,585148.0,596,Salaried,1,60,0,1
59,1160592.0,50000.0,798,Salaried,2,48,1,0
51,150000.0,273865.0,548,Salaried,0,12,0,0
25,339786.0,212837.0,541,Business,2,60,2,0
48,463740.0,68336.0,433,Salaried,2,36,1,1
61,936617.0,754376.0,619,Salaried,0,60,0,0
51,1065387.0,658618.0,766,Business,0,12,2,0
47,150000.0,373394.0,426,Salaried,2,48,0,1
62,625738.0,380486.0,769,Salaried,1,48,1,0
47,855673.0,221963.0,514,Business,0,48,0,1
48,534172.0,599106.0,696,Salaried,3,60,0,1
46,431118.0,551328.0,566,Salaried,1,36,0,1
23,476221.0,175240.0,729,Salaried,0,60,1,0
42,455965.0,562518.0,348,Business,0,12,0,1
41,479916.0,88966.0,531,Business,0,24,1,0
31,493305.0,297686.0,565,Salaried,0,24,2,1
54,756263.0,359555.0,428,Salaried,1,60,1,0
58,994626.0,336579.0,334,Self-Employed,1,60,2,1
39,499656.0,482730.0,513,Salaried,2,12,0,0
38,301202.0,526282.0,529,Business,4,48,0,1
38,564750.0,423597.0,321,Salaried,1,36,0,0
55,952059.0,67975.0,487,Salaried,2,48,1,0
29,428566.0,414320.0,450,Self-Employed,2,24,1,1
34,237055.0,512191.0,396,Salaried,1,48,1,1
26,541851.0,344401.0,342,Business,1,12,2,1
43,206655.0,423432.0,807,Salaried,1,24,0,0
61,894119.0,371370.0,673,Salaried,3,12,0,0
39,830638.0,227963.0,648,Salaried,0,60,2,1
22,863743.0,353288.0,828,Salaried,1,48,0,0
53,328613.0,417941.0,426,Self-Employed,2,60,2,1
28,627463.0,530606.0,836,Salaried,2,24,0,1
25,592069.0,50000.0,390,Salaried,0,60,0,0
50,918611.0,194689.0,582,Self-Employed,0,36,1,0
33,446710.0,348145.0,859,Salaried,2,36,0,0
57,782277.0,362453.0,664,Salaried,0,36,1,0
21,808861.0,567749.0,663,Salaried,1,36,0,0
58,833732.0,599738.0,623,Business,1,60,1,0
23,581624.0,701239.0,774,Business,1,60,0,1
42,875296.0,667948.0,575,Business,1,12,1,0
43,469646.0,248307.0,769,Self-Employed,0,24,0,0
30,481638.0,77099.0,694,Salaried,1,24,0,0
51,595209.0,450336.0,429,Salaried,0,60,1,0
43,596989.0,220367.0,539,Salaried,3,24,0,0
44,655961.0,387426.0,836,Salaried,1,24,2,0
64,688075.0,323289.0,663,Salaried,2,48,0,1
31,738990.0,390043.0,714,Salaried,2,36,1,0
29,446159.0,357367.0,843,Salaried,0,60,0,1
32,972137.0,358411.0,470,Salaried,2,24,0,0
60,716501.0,287826.0,494,Salaried,1,12,0,0
24,947968.0,397876.0,365,Salaried,1,24,1,0
28,152658.0,492985.0,568,Salaried,1,36,1,1
37,653612.0,553897.0,559,Self-Employed,0,48,0,1
27,272587.0,347135.0,494,Self-Employed,2,24,0,1
28,1036597.0,433097.0,752,Business,1,36,2,0
34,475543.0,162157.0,314,Self-Employed,0,24,0,0
37,555468.0,281843.0,375,Salaried,2,12,1,0
23,1006226.0,809334.0,472,Self-Employed,3,24,1,1
60,150000.0,352659.0,483,Business,0,24,0,1
25,1137826.0,427829.0,576,Business,2,48,0,0
23,755897.0,433654.0,422,Self-Employed,0,24,0,0
50,586679.0,287361.0,662,Self-Employed,2,36,0,0
58,916707.0,150641.0,659,Salaried,0,12,0,0
34,852400.0,601473.0,414,Business,0,60,1,0
45,532281.0,548687.0,615,Salaried,0,12,0,1
21,959500.0,384766.0,877,Business,2,24,1,0
42,626786.0,470593.0,337,Salaried,1,48,1,1
56,492002.0,688774.0,438,Salaried,2,36,0,1
64,828535.0,185845.0,572,Business,1,60,0,0
47,934355.0,305024.0,481,Self-Employed,1,24,0,0
50,372755.0,50000.0,488,Business,3,12,1,0
36,523822.0,239313.0,397,Salaried,1,60,0,0
25,419870.0,134298.0,660,Self-Employed,0,36,0,0
42,453507.0,347723.0,503,Salaried,2,12,0,0
48,1017920.0,273367.0,745,Business,3,36,0,0
31,531109.0,700377.0,459,Salaried,0,36,0,1
48,557139.0,361288.0,719,Salaried,4,12,0,0
21,701341.0,389293.0,880,Salaried,1,24,0,0
42,349724.0,391665.0,606,Business,1,12,2,1
46,866321.0,300473.0,832,Salaried,1,60,2,0
24,946221.0,786585.0,756,Salaried,1,36,1,1
26,766527.0,320275.0,542,Business,1,24,0,0
21,549039.0,417799.0,855,Self-Employed,1,60,0,0
38,319163.0,382533.0,598,Salaried,1,48,0,1
31,425346.0,331226.0,301,Salaried,0,24,1,0
60,722983.0,269741.0,433,Business,0,48,1,0
44,431884.0,479695.0,604,Self-Employed,1,12,1,1
60,985762.0,629505.0,308,Salaried,1,48,0,0
23,551215.0,50000.0,325,Salaried,3,60,0,0
40,1525794.0,424334.0,703,Self-Employed,2,60,0,0
43,688175.0,194530.0,668,Salaried,1,48,4,1
33,568789.0,480887.0,836,Salaried,1,48,2,1
45,242358.0,612406.0,375,Salaried,2,60,0,1
23,890651.0,408152.0,568,Salaried,2,24,0,0
28,883988.0,392585.0,873,Salaried,1,24,1,0
49,428900.0,627266.0,867,Business,1,48,0,0
58,331105.0,241485.0,406,Self-Employed,3,36,1,1
28,453502.0,1008393.0,647,Salaried,1,48,2,1
62,549321.0,850730.0,811,Business,2,12,0,0
56,901187.0,545920.0,785,Business,1,60,0,0
53,882637.0,483014.0,661,Salaried,1,48,1,1
46,747634.0,317326.0,802,Salaried,2,48,1,0
62,150000.0,248959.0,443,Salaried,2,48,0,1
41,806541.0,204887.0,568,Business,0,60,0,0
26,429300.0,467234.0,586,Self-Employed,0,36,0,1
56,325407.0,248393.0,872,Salaried,4,48,1,0
36,855781.0,439536.0,331,Business,1,36,1,0
61,1100354.0,501596.0,586,Salaried,2,36,0,0
25,510212.0,50000.0,846,Business,1,24,3,0
48,407882.0,305756.0,401,Salaried,2,60,0,0
29,667904.0,472946.0,640,Salaried,2,36,2,0
22,1021950.0,479401.0,888,Salaried,1,12,0,0
41,569093.0,851243.0,754,Salaried,2,48,0,1
23,923878.0,657662.0,582,Salaried,0,48,1,0
64,1093681.0,292984.0,754,Business,1,24,0,0
34,404203.0,644859.0,539,Business,3,60,0,1
29,885567.0,372869.0,452,Salaried,1,24,2,0
42,1035062.0,375274.0,352,Self-Employed,1,24,1,0
32,884303.0,556396.0,573,Self-Employed,0,48,1,0
21,453852.0,643045.0,391,Self-Employed,2,36,1,1
31,723652.0,705392.0,808,Salaried,2,12,1,1
62,731723.0,681198.0,762,Self-Employed,2,12,0,1
54,1013049.0,354123.0,351,Salaried,1,60,1,0
48,866087.0,74161.0,525,Salaried,0,60,1,0
52,1083637.0,474367.0,568,Salaried,0,48,1,0
32,852153.0,283471.0,791,Salaried,0,24,0,0
52,539600.0,652509.0,598,Salaried,1,48,0,0
57,369525.0,358360.0,783,Salaried,2,60,0,1
54,693073.0,445661.0,608,Business,2,60,0,0
30,516427.0,248919.0,810,Salaried,2,48,0,0
50,1058784.0,580233.0,743,Salaried,0,60,0,0
35,707235.0,751099.0,595,Salaried,3,12,1,1
23,460524.0,604653.0,595,Salaried,3,24,0,0
30,858120.0,249364.0,690,Business,0,36,1,0
32,616092.0,363994.0,894,Self-Employed,1,60,0,0
22,598236.0,712214.0,342,Salaried,0,12,1,1
55,641940.0,377210.0,768,Business,0,12,0,0
38,706025.0,426230.0,319,Self-Employed,0,24,0,0
26,718702.0,310669.0,398,Self-Employed,0,24,0,1
59,166382.0,454115.0,500,Salaried,0,48,0,1
52,872472.0,319116.0,657,Self-Employed,1,48,1,0
35,530856.0,387512.0,308,Self-Employed,0,36,0,0
38,931148.0,532520.0,457,Business,2,12,0,0
43,786863.0,400889.0,436,Business,1,12,0,0
37,994128.0,407756.0,323,Business,0,24,0,0
26,675104.0,376474.0,777,Salaried,1,12,0,0
60,828036.0,604014.0,680,Business,1,36,0,0
41,690532.0,337915.0,312,Salaried,0,60,1,0
23,435251.0,512870.0,666,Self-Employed,0,60,0,1
43,563751.0,337747.0,465,Salaried,1,36,1,0
25,603531.0,462235.0,524,Salaried,1,60,1,0
54,458355.0,735198.0,687,Salaried,0,60,0,0
60,1319668.0,562512.0,780,Salaried,1,24,0,0
53,200713.0,50000.0,669,Salaried,0,48,1,0
45,402447.0,357972.0,342,Salaried,0,24,0,1
31,727533.0,252408.0,861,Salaried,0,12,1,0
37,955472.0,566733.0,463,Self-Employed,0,60,2,1
62,820403.0,309225.0,418,Self-Employed,1,36,3,0
53,691095.0,739845.0,575,Salaried,2,36,1,1
64,591865.0,162597.0,574,Self-Employed,1,60,0,0
40,989407.0,606969.0,403,Business,1,24,0,0
39,150000.0,426525.0,724,Salaried,0,12,0,0
39,1064951.0,273163.0,757,Salaried,0,36,1,0
21,340724.0,419486.0,769,Salaried,0,60,2,0
33,151480.0,483134.0,439,Self-Employed,1,36,0,1
42,716424.0,501257.0,681,Salaried,1,48,2,0
37,478848.0,419682.0,607,Self-Employed,0,60,1,1
48,551682.0,483756.0,593,Salaried,2,48,1,0
39,1165453.0,631171.0,862,Salaried,2,60,0,0
36,668471.0,707575.0,744,Self-Employed,0,36,0,1
63,547630.0,569777.0,590,Salaried,1,24,1,1
49,273767.0,78245.0,663,Business,2,12,0,0
40,665316.0,140316.0,557,Salaried,0,24,0,0
31,568706.0,482055.0,549,Business,1,12,0,0
64,316369.0,757964.0,729,Self-Employed,1,12,2,1
46,581561.0,457973.0,525,Salaried,0,60,2,0
21,814530.0,361699.0,438,Salaried,0,48,2,1
45,444184.0,672488.0,708,Business,2,48,0,0
53,635373.0,800406.0,325,Salaried,0,60,0,1
60,887323.0,412308.0,467,Salaried,0,12,0,0
35,708651.0,453730.0,833,Salaried,0,60,0,0
58,573170.0,541481.0,402,Self-Employed,1,12,0,1
60,779646.0,570529.0,746,Salaried,2,48,1,0
35,276623.0,385370.0,631,Salaried,2,60,0,1
48,758707.0,389227.0,462,Salaried,1,24,1,1
23,665885.0,161836.0,523,Salaried,2,60,0,0
38,737137.0,234326.0,300,Salaried,2,48,0,0
22,739995.0,352255.0,418,Self-Employed,1,24,1,0
23,890497.0,164705.0,588,Salaried,1,12,1,0
51,704760.0,349830.0,354,Salaried,0,24,0,0
30,648722.0,1009405.0,500,Salaried,1,36,0,1
44,535623.0,404648.0,841,Business,0,12,1,0
25,1175706.0,477728.0,320,Business,2,60,0,0
57,460915.0,631273.0,811,Self-Employed,2,36,0,1
51,684404.0,336467.0,428,Self-Employed,1,36,0,0
37,862367.0,559599.0,844,Salaried,0,60,0,0
26,540405.0,167322.0,687,Business,2,48,0,0
60,913011.0,289860.0,700,Salaried,2,12,0,0
22,381243.0,59904.0,538,Salaried,0,60,1,0
47,404334.0,310435.0,772,Salaried,1,60,0,0
53,938840.0,446058.0,609,Salaried,0,48,0,0
34,724432.0,222035.0,674,Self-Employed,2,48,0,1
32,410103.0,291523.0,504,Business,0,48,0,0
60,964769.0,403764.0,398,Business,2,24,0,0
32,596171.0,127557.0,804,Salaried,0,36,1,0
54,994288.0,218312.0,418,Business,2,60,1,0
58,840031.0,305991.0,633,Business,2,60,0,0
45,443634.0,555528.0,432,Self-Employed,0,24,0,1
47,163059.0,568411.0,802,Business,2,48,1,1
41,937365.0,508591.0,883,Salaried,0,48,0,0
53,973288.0,572120.0,310,Salaried,0,36,0,0
59,642685.0,318895.0,305,Salaried,3,12,0,0
49,664225.0,380788.0,716,Salaried,1,60,1,0
39,402017.0,726223.0,892,Salaried,2,36,2,0
22,870822.0,321964.0,620,Self-Employed,1,48,0,0
31,847234.0,673498.0,633,Self-Employed,0,60,0,0
31,330521.0,353125.0,661,Salaried,0,12,4,1
61,279034.0,282042.0,582,Salaried,1,36,0,1
23,551478.0,525531.0,361,Salaried,0,24,1,1
52,661781.0,50000.0,535,Self-Employed,0,60,1,1
60,530416.0,179064.0,436,Salaried,0,12,0,0
52,671656.0,339355.0,539,Salaried,1,48,0,1
36,855431.0,762690.0,372,Business,1,12,0,1
27,398643.0,381413.0,379,Business,1,48,0,1
41,896720.0,318945.0,882,Salaried,2,48,0,0
43,269627.0,368721.0,534,Self-Employed,0,48,0,0
29,916763.0,335904.0,307,Business,1,48,2,1
38,773310.0,642859.0,806,Self-Employed,1,48,1,1
52,768124.0,689952.0,878,Business,0,24,1,0
28,1081821.0,127302.0,605,Business,2,60,1,0
63,317890.0,462036.0,846,Salaried,3,24,0,1
30,648810.0,592900.0,589,Salaried,1,12,0,0
48,552123.0,360181.0,483,Salaried,2,36,1,0
58,985001.0,307080.0,691,Salaried,3,60,2,1
52,1049015.0,697462.0,448,Salaried,1,24,1,0
29,636263.0,225525.0,876,Business,0,60,0,0
59,667002.0,587670.0,541,Salaried,1,48,0,1
21,906794.0,335812.0,870,Salaried,1,24,0,0
52,469919.0,132656.0,393,Salaried,2,36,0,1
44,513867.0,77329.0,305,Self-Employed,5,12,0,0
53,772214.0,717640.0,412,Salaried,3,12,0,1
28,497325.0,589836.0,528,Salaried,1,48,1,1
21,729733.0,465412.0,412,Salaried,0,24,0,1
51,243035.0,159811.0,369,Self-Employed,4,24,0,1
48,668916.0,234113.0,545,Salaried,3,24,0,0
56,922677.0,50000.0,828,Self-Employed,0,36,0,0
41,999216.0,50000.0,776,Salaried,0,48,1,0
21,829888.0,392751.0,543,Salaried,0,24,1,0
61,719191.0,207879.0,387,Business,0,48,0,0
23,872285.0,107925.0,607,Salaried,0,36,0,1
27,676251.0,234717.0,603,Salaried,2,48,1,0
55,823789.0,359937.0,337,Salaried,1,60,0,1
34,904986.0,435583.0,361,Self-Employed,0,24,0,0
49,171675.0,449470.0,694,Business,1,60,4,1
25,898818.0,134218.0,597,Business,1,12,1,0
41,1105000.0,315312.0,431,Business,0,48,1,0
38,1050966.0,270730.0,705,Business,0,24,0,0
60,212354.0,435667.0,519,Salaried,2,36,1,1
43,460187.0,191077.0,483,Salaried,0,24,1,1
39,470148.0,441205.0,563,Business,1,48,0,1
52,780851.0,275310.0,634,Salaried,0,12,2,0
44,403486.0,316494.0,543,Business,1,48,1,0
35,305492.0,370888.0,642,Salaried,2,36,0,1
37,584195.0,272759.0,395,Salaried,0,36,0,0
38,919934.0,109716.0,428,Salaried,1,12,0,0
28,866636.0,365841.0,456,Self-Employed,0,48,1,0
28,801026.0,601443.0,524,Salaried,0,24,1,0
56,544854.0,544873.0,889,Business,0,24,1,0
21,471031.0,466509.0,772,Salaried,0,60,1,1
42,446906.0,302386.0,849,Self-Employed,0,24,2,0
50,648563.0,99508.0,576,Salaried,2,36,0,0
51,342682.0,560456.0,389,Business,1,36,1,1
30,699346.0,312920.0,569,Salaried,0,24,1,0
30,616007.0,328466.0,369,Salaried,1,60,0,0
22,551486.0,535535.0,532,Salaried,1,60,1,1
41,640475.0,412737.0,810,Salaried,1,24,1,0
37,753723.0,849906.0,724,Business,1,24,3,1
36,660288.0,457498.0,870,Salaried,0,12,0,0
63,150000.0,318143.0,762,Salaried,1,36,1,1
47,809478.0,357052.0,431,Self-Employed,1,36,0,1
56,808257.0,194143.0,567,Self-Employed,2,36,3,1
23,848426.0,702588.0,397,Business,2,48,2,1
40,1090810.0,321841.0,371,Self-Employed,0,12,0,0
26,390637.0,245981.0,457,Self-Employed,1,60,0,0
34,756741.0,687598.0,428,Business,1,12,2,1
23,502049.0,305728.0,376,Salaried,0,36,0,0
53,982709.0,336513.0,568,Salaried,2,24,0,0
61,292925.0,471218.0,557,Salaried,1,12,0,0
59,568848.0,530461.0,597,Self-Employed,1,48,0,1
52,797816.0,469238.0,589,Self-Employed,0,12,0,0
32,601510.0,164946.0,636,Self-Employed,0,24,1,0
43,594154.0,287506.0,580,Salaried,0,12,0,0
21,592697.0,253693.0,324,Salaried,0,36,0,0
42,297814.0,246869.0,491,Business,1,36,1,1
64,372810.0,664230.0,587,Business,0,60,3,1
22,150000.0,94496.0,878,Salaried,6,60,2,0
35,283649.0,323096.0,481,Business,2,24,0,1
39,775543.0,314495.0,497,Salaried,1,36,0,0
56,774792.0,638929.0,815,Self-Employed,0,36,0,1
31,1086184.0,89634.0,825,Self-Employed,2,60,0,0
55,591148.0,201809.0,383,Business,1,24,1,1
27,150000.0,582064.0,596,Salaried,2,24,2,1
31,639910.0,231120.0,493,Self-Employed,0,24,1,1
47,775475.0,349029.0,817,Business,2,24,0,0
35,921419.0,410739.0,677,Self-Employed,2,36,0,0
28,1320212.0,517898.0,314,Self-Employed,4,48,1,1
50,481915.0,633888.0,812,Salaried,2,36,0,0
51,844169.0,235657.0,812,Salaried,1,24,0,0
63,552277.0,109941.0,730,Self-Employed,1,24,1,0
45,222409.0,415398.0,890,Salaried,1,60,0,0
29,502855.0,428891.0,719,Business,2,48,0,1
46,385036.0,585796.0,446,Salaried,2,48,1,1
52,575883.0,413001.0,447,Salaried,1,48,0,0
62,464922.0,367382.0,376,Business,1,60,0,1
63,1155645.0,355163.0,788,Business,1,36,1,0
45,716541.0,321908.0,329,Salaried,0,24,0,0
35,519406.0,358470.0,581,Business,1,36,1,0
56,863015.0,380992.0,714,Salaried,2,24,0,0
36,711962.0,310336.0,516,Salaried,0,48,0,0
31,475798.0,313692.0,505,Salaried,0,36,2,0
54,297116.0,50000.0,467,Salaried,3,60,0,0
31,604233.0,587687.0,673,Salaried,1,24,2,0
63,382402.0,663422.0,616,Business,1,36,1,0
48,224245.0,280394.0,302,Salaried,0,48,0,0
50,800937.0,505271.0,629,Salaried,1,24,1,0
52,846638.0,676442.0,391,Salaried,1,60,1,0
29,1085408.0,495980.0,772,Salaried,1,60,1,1
64,714313.0,565565.0,488,Business,0,12,2,0
29,746486.0,482250.0,697,Business,0,48,1,0
44,364004.0,548825.0,790,Business,0,24,2,1
57,850689.0,378493.0,469,Salaried,4,60,1,0
37,453283.0,634422.0,379,Business,1,36,0,1
26,938325.0,392535.0,393,Self-Employed,0,24,0,0
52,662355.0,602132.0,507,Self-Employed,0,60,1,1
63,444288.0,154161.0,610,Salaried,1,60,0,0
33,377500.0,163042.0,585,Business,0,36,1,0
40,876733.0,252348.0,524,Salaried,2,36,0,0
24,680655.0,506987.0,446,Salaried,1,48,0,0
33,337532.0,461800.0,854,Business,1,36,0,0
59,539203.0,50000.0,355,Self-Employed,2,48,0,0
33,375581.0,411647.0,681,Salaried,0,60,1,0
55,1076734.0,255581.0,307,Salaried,1,24,0,0
26,896657.0,411944.0,889,Self-Employed,1,36,1,0
37,310541.0,281854.0,569,Salaried,0,48,1,1
56,1394246.0,391750.0,542,Salaried,1,60,0,0
25,846829.0,373047.0,881,Salaried,1,36,2,0
47,837823.0,134757.0,670,Salaried,1,48,1,0
38,840174.0,306891.0,681,Salaried,1,12,0,0
61,557788.0,66831.0,807,Business,3,12,0,0
42,727611.0,265308.0,577,Salaried,0,12,0,0
25,732521.0,50000.0,874,Self-Employed,4,36,1,0
39,683290.0,597927.0,778,Business,0,12,0,0
54,522680.0,329823.0,837,Salaried,1,60,0,0
24,455699.0,576261.0,604,Salaried,2,24,1,1
35,856362.0,411960.0,801,Self-Employed,1,48,0,0
24,588992.0,672062.0,486,Salaried,1,12,0,1
27,889191.0,491261.0,340,Self-Employed,1,24,0,0
43,363031.0,225579.0,554,Salaried,0,36,0,1
50,215078.0,72322.0,543,Salaried,0,24,0,0
28,920380.0,246741.0,345,Salaried,0,12,0,0
22,696276.0,658813.0,719,Business,0,60,1,1
34,244092.0,576223.0,867,Business,0,36,1,1
40,580507.0,393477.0,531,Business,1,12,2,0
59,707309.0,325466.0,715,Salaried,1,48,0,0
25,616677.0,809181.0,357,Salaried,0,36,1,1
37,607786.0,688905.0,466,Business,1,24,2,1
57,459201.0,366589.0,720,Salaried,0,36,2,0
32,1147130.0,124884.0,687,Salaried,0,60,0,0
40,569681.0,563377.0,735,Self-Employed,0,60,0,1
29,468170.0,354449.0,642,Salaried,0,24,0,0
55,871032.0,292967.0,357,Salaried,2,60,0,0
36,373275.0,530144.0,359,Salaried,3,24,0,1
61,706215.0,149035.0,529,Salaried,1,12,1,0
47,592718.0,597374.0,514,Business,0,48,1,1
24,456627.0,423829.0,601,Salaried,2,24,0,1
46,770201.0,461980.0,356,Self-Employed,1,12,2,1
49,1055032.0,300234.0,647,Salaried,1,12,1,0
23,573582.0,634543.0,680,Business,1,60,1,0
54,266400.0,358818.0,400,Salaried,2,24,1,1
62,150000.0,636839.0,732,Salaried,0,36,1,1
64,516765.0,515191.0,360,Salaried,1,48,3,1
51,962709.0,469488.0,894,Salaried,1,60,0,0
43,385499.0,728916.0,452,Salaried,2,24,0,1
46,592460.0,356347.0,393,Salaried,2,48,0,0
62,930532.0,188878.0,338,Salaried,1,48,0,0
43,736445.0,378601.0,497,Business,1,12,0,0
64,907144.0,442604.0,395,Salaried,1,24,1,0
28,637471.0,451520.0,635,Salaried,1,48,1,1
45,762407.0,360449.0,479,Salaried,0,36,0,0
52,273247.0,805616.0,697,Salaried,1,36,2,1
31,948889.0,470288.0,729,Salaried,4,12,1,0
36,434910.0,522794.0,431,Salaried,2,36,0,1
52,801373.0,302571.0,493,Salaried,0,12,0,0
46,961189.0,636235.0,445,Salaried,1,60,1,0
43,794261.0,194478.0,888,Self-Employed,2,24,1,0
57,571696.0,424250.0,810,Self-Employed,5,12,1,0
43,569349.0,641424.0,644,Salaried,0,36,1,0
52,767925.0,386426.0,735,Salaried,0,36,1,0
51,540414.0,50000.0,523,Salaried,1,60,1,1
25,189475.0,569703.0,460,Business,1,60,0,1
26,725493.0,324232.0,556,Business,0,24,0,0
49,851299.0,363771.0,654,Self-Employed,2,60,1,0
57,1086646.0,717748.0,773,Business,2,48,0,0
36,772714.0,292753.0,879,Salaried,1,24,2,0
37,508415.0,389233.0,408,Salaried,1,36,2,0
42,920301.0,264164.0,461,Salaried,1,60,1,0
23,437030.0,500012.0,371,Self-Employed,1,60,3,1
42,150000.0,208107.0,553,Business,1,24,0,1
50,347934.0,213934.0,879,Salaried,2,60,1,0
25,418050.0,502790.0,711,Salaried,2,60,1,0
42,747505.0,238586.0,724,Salaried,3,36,0,0
28,557280.0,385001.0,739,Self-Employed,0,48,0,0
41,246066.0,427465.0,843,Business,2,60,1,0
41,537975.0,441471.0,489,Salaried,0,36,3,1
41,688471.0,360206.0,790,Self-Employed,0,60,0,0
35,1148430.0,631887.0,534,Salaried,1,36,1,1
23,702906.0,205450.0,730,Salaried,0,36,0,0
29,331246.0,133079.0,649,Salaried,2,60,1,0
28,347811.0,254233.0,519,Salaried,2,60,0,0
43,295468.0,308016.0,809,Salaried,1,48,1,0
59,851421.0,373625.0,865,Business,3,60,0,0
34,786112.0,291564.0,468,Self-Employed,2,60,0,0
34,485348.0,75340.0,585,Self-Employed,0,48,1,0
45,706993.0,863836.0,339,Salaried,1,24,0,0
35,766893.0,314124.0,889,Self-Employed,0,60,1,0
37,599500.0,381715.0,777,Salaried,1,36,1,0
27,562912.0,226648.0,504,Salaried,1,36,2,0
49,328313.0,342953.0,384,Salaried,1,12,1,1
59,691485.0,180350.0,612,Salaried,2,36,0,0
25,618277.0,622126.0,646,Salaried,0,12,0,0
60,330815.0,50000.0,792,Salaried,1,48,1,0
63,675239.0,416264.0,370,Salaried,0,12,0,0
24,807841.0,122226.0,777,Salaried,0,12,1,0
40,795514.0,419352.0,829,Self-Employed,2,60,1,0
32,241234.0,371887.0,323,Salaried,2,12,0,1
51,635314.0,354111.0,858,Self-Employed,0,60,2,0
57,582337.0,238130.0,669,Salaried,1,48,0,1
37,504725.0,242877.0,561,Salaried,2,48,0,1
23,1101845.0,528849.0,857,Salaried,2,60,2,0
31,842582.0,351161.0,557,Salaried,0,48,1,1
29,1045156.0,264580.0,695,Salaried,1,24,0,0
61,426091.0,381976.0,756,Self-Employed,0,12,0,0
23,153726.0,650538.0,625,Business,2,60,0,1
64,701900.0,405109.0,663,Salaried,1,48,0,0
52,426558.0,432496.0,602,Self-Employed,1,48,2,1
26,727799.0,497345.0,513,Salaried,2,12,1,0
27,512067.0,430035.0,824,Business,1,24,0,0
29,607343.0,171357.0,513,Self-Employed,4,36,1,1
53,877155.0,449777.0,666,Salaried,1,60,1,0
60,371829.0,58450.0,368,Self-Employed,1,24,0,0
40,1204733.0,149818.0,882,Self-Employed,0,36,1,1
60,867231.0,470914.0,589,Salaried,1,12,0,0
45,777968.0,362282.0,835,Salaried,0,24,0,0
64,650960.0,293285.0,557,Self-Employed,1,24,1,0
